path	text
wav/RB-toen-ze-es-n-keer-over-t-dorp-vlogen-zaggen-ze-n-mooie-doevetil-op-t-schoelplein-stoan.wav	toen ze es n keer over t dörp vlogen zaggen ze n mooie doevetil op t schoelplein stoan
wav/HS-mor-dij-koale-bomen-stoan-doar-zo-roar.wav	mor dij koale bomen stoan doar zo roar
wav/OV-aal-dizze-kiender-kregen-loater-ook-weer-kiender-en-dij-kiender-ook-weer.wav	aal dizze kiender kregen loater ook weer kiender en dij kiender ook weer
wav/HS-geef-els-mor-n-sloapmutske-mit-veur-thoes.wav	geef els mor n sloapmutske mit veur thoes
wav/OV-dou-der-zes-eetlepels-waarme-melk-bie.wav	dou der zes eetlepels waarme melk bie
wav/HS-dou-zover-graacht-hin-zoefde.wav	dou zover graacht hin zoefde
wav/HS-dou-ze-toch-weer-in-heur-bedje-kroepen-wol.wav	dou ze toch weer in heur bedje kroepen wol
wav/OV-de-volgende-morgen-kins-nog-slagroom-op-toart-spuiten.wav	de volgende mörgen kins nog slagroom op toart spuiten
wav/RB-wel-wait-wat-beters.wav	wèl wait wat beters
wav/HS-ze-wollen-heur-kop-boven-grond-oetsteken-en-even-vrizze-lucht-happen.wav	ze wollen heur kop boven grond oetsteken en even vrizze lucht happen
wav/OV-vuilden-ze-heur-noeit-meer-ainzoam-en-allinneg.wav	vuilden ze heur noeit meer ainzoam en allinneg
wav/RB-zij-wollen-der-toch-es-op-of-om-te-kieken-of-dat-knusse-behuzinkje-wat-veur-heur-weden-zol.wav	zij wollen der toch es op òf om te kieken of dat knusse behuzinkje wat veur heur weden zol
wav/GD-langzoam-ston-paulien-op-en-luip-noar-de-raande-van-t-teneel-en-boog-noar-ale-kaanten.wav	langzoam ston paulien op en luip noar de raande van t teneel en boog noar ale kaanten
wav/GD-paulien-keek-ter-noar.wav	paulien keek ter noar
wav/HS-oetklaiden-els-most-der-morn-weer-vroug-oet.wav	oetklaiden els most der mörn weer vroug oet
wav/HS-wie-wollen-vanoavend-noar-borg-hier-in-t-dorp.wav	wie wollen vanoavend noar börg hier in t dörp
wav/HS-hail-wies-noakende-wiefkes-te-bluien.wav	hail wies noakende wiefkes te bluien
wav/GD-de-keunegin-zat-noast-hom-en-huil-zien-pootje-vaste.wav	de keunegin zat noast hom en huil zien pootje vaste
wav/GD-net-of-der-n-lampie-in-brandde.wav	net of der n lampie in brandde
wav/HS-op-n-dag-dou-ale-aandere-bloumbollen-rusteg-lagen-te-sloapen.wav	op n dag dou ale aandere bloumbollen rusteg lagen te sloapen
wav/GD-loat-ais-zain.wav	loat ais zain
wav/HS-pas-as-vorst-tot-grond-oet-was-din-was-winter-over.wav	pas as vorst tot grond oet was din was winter over
wav/GD-wat-n-prachtege-swieniegel-was-dat.wav	wat n prachtege swieniegel was dat
wav/GD-t-volk-in-de-zoal-ging-stoan-en-klapte-in-handen-en-der-kwam-gain-ende-aan.wav	t volk in de zoal ging stoan en klapte in handen en der kwam gain ende aan
wav/HS-nee-ze-mos-t-heur-wel-verbeeld-hebben.wav	nee ze mos t heur wel verbeeld hebben
wav/GD-mor-t-mooie-licht-was-vot.wav	mor t mooie licht was vot
wav/GD-achteraan-in-dtoene-ston-n-hege.wav	achteraan in dtoene ston n hege
wav/GD-en-veurdat-ze-der-op-verdocht-was-stapte-ze-n-grode-schouwburgzoal-binnen.wav	en veurdat ze der op verdocht was stapte ze n grode schouwburgzoal binnen
wav/RB-dat-binnen-rode-kolen-gruinteboer.wav	dat binnen rode kolen gruinteboer
wav/OV-kook-de-melk-ien-n-pannetje.wav	kook de melk ien n pannetje
wav/HS-om-op-hoes-aan-te-goan.wav	om op hoes aan te goan
wav/GD-ze-keek-ais-bie-zok-laangs.wav	ze keek ais bie zok laangs
wav/RB-hiel-veurzichteg-gingen-ze-der-ien-en-keken-heur-de-oogjes-uut.wav	hiel veurzichteg gingen ze der ien en keken heur de oogjes uut
wav/OV-zee-snapt-t-neet-haildail.wav	zee snapt t neet haildail
wav/RB-hai-vertelt-dat-e-praai-verkocht-andievie-spinoazie-witlof-woddeltjes-boontjes-en-nog-veul-meer-gruinten.wav	hai vertelt dat e praai verkocht andievie spinoazie witlof woddeltjes boontjes en nog veul meer gruinten
wav/GD-wat-kon-hom-t-ook-verschelen.wav	wat kon hom t ook verschelen
wav/OV-hail-goud-ruiern-zodat-der-gain-kloetjes-meer-ien-zitten.wav	hail goud ruiern zodat der gain kloetjes meer ien zitten
wav/HS-doe-kinst-dien-haile-leven-nog-op-t-nust-liggen.wav	doe kinst dien haile leven nog op t nust liggen
wav/OV-mos-wel-goud-ruiern-blieven.wav	mos wel goud ruiern blieven
wav/HS-ze-dee-t-roam-op-n-kier-en-kroop-noar-boeten.wav	ze dee t roam op n kier en kroop noar boeten
wav/GD-t-leken-net-vogels.wav	t leken net vogels
wav/OV-maor-wat-gef-dat.wav	maor wat gef dat
wav/GD-gelukkeg-haar-n-aander-hond-vanuut-de-veerte-ales-zain.wav	gelukkeg haar n aander hond vanuut de veerte ales zain
wav/HS-els-keek-wel-wat-vremd-tegen-ales-aan.wav	els keek wel wat vremd tegen ales aan
wav/HS-dij-heur-toch-overaal-mit-bemuiden-en-ales-beter-waiten-wollen.wav	dij heur toch overaal mit bemuiden en ales beter waiten wollen
wav/RB-ze-gingen-op-de-dakgeut-van-de-schoel-zitten.wav	ze gingen op de dakgeut van de schoel zitten
wav/GD-nou-mag-hai-aaltied-mit-heur-mitspeulen-en-dat-vindt-t-routswaarde-hondje-nog-t-mooiste-van-t-haile-verhoal.wav	nou mag hai aaltied mit heur mitspeulen en dat vindt t routswaarde hondje nog t mooiste van t haile verhoal
wav/RB-de-kinder-kieken-mekoar-aan.wav	de kinder kieken mekoar aan
wav/HS-mor-dij-is-toch-soavends-dicht.wav	mor dij is toch soavends dicht
